Name,Yelp Alias,SIPS_URL,SIPS_COCKTAILS,SIPS_WINE,SIPS_BEER,SIPS_HALFPRICEDAPPS,RW_URL,RW_DETAILS,RW_DEALS,RW_MENU,RESERVATION_LINK,Address,Latitude,Longitude,Website,Categories,Price,Review_Count,RW_PHOTO,SIPS_PARTICIPANT,RW_PARTICIPANT,Neighborhoods,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Smoking,Yelp_Rating,RW_Score,Popularity,Parking,Best_Nights,Payment,Minority_Owned,Good_For,Offers,Options,Vibes,Accessibility,Dogs_Allowed,Packaging,Reservation_Type,Seating,Meal_Types,Music,Alcohol_Options,Amenities,Yelp Rating,Review Count,Phone
LaScala's Birra,lascalas-birra-philadelphia,,,,,,,,,,,"1700 E Passyunk Ave, Philadelphia, PA 19148",39.92867391,-75.16509328,http://www.lascalasbirra.com,"['Pizza', 'Italian', 'Beer Bar']",$$,423.0,,N,N,['East Passyunk Crossing'],Closed,4:00 PM - 11:30 PM,4:00 PM - 9:00 PM,4:00 PM - 9:30 PM,4:00 PM - 11:00 PM,12:00 PM - 11:00 PM,12:00 PM - 11:00 PM,True,4.0,43.0,46.0,"Street Parking, Bike Parking","Thursday, Friday",Credit Cards,,Dinner,"Offers Delivery, Offers Takeout",Vegan Options,"Casual, Moderate Noise","Wheelchair Accessible, Gender-neutral restrooms",,,Takes Reservations,Outdoor Seating,,,"Happy Hour, Full Bar","TV, Pool Table, Wi-Fi",,,
LaScala's Fire,lascalas-fire-philadelphia,,,,,,https://centercityphila.org/explore-center-city/ccd-restaurant-week/list-view#lascalas,Participating in dinner only. Offering indoor and outdoor dining.,$45 DINNER,https://centercityphila.org/uploads/attachments/clkv9ezqy9zukypqdn5aqyueb-lascala.pdf,https://www.opentable.com/restaurant/profile/7365/reserve?ref=9169,"615 Chestnut St, Philadelphia, PA 19106",39.9494538,-75.1517332,http://www.lascalasphilly.com,"['Italian', 'Venues & Event Spaces']",$$,109.0,https://centercityphila.org/uploads/attachments/cktbyajgy1yvcojqduvwwsrrl-lascala.748.0.3273.3273.full.jpg,N,Y,,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 10:00 PM,11:00 AM - 10:00 PM,11:00 AM - 9:00 PM,,3.6,34.0,58.0,Validated Parking,,,,Dinner,,Vegetarian Options,,,,,,Outdoor Seating,,,,TV,,,
Laser Wolf,laser-wolf-philadelphia-2,,,,,,,,,,https://resy.com/cities/pha/laser-wolf,"1301 N Howard St, Philadelphia, PA 19122",39.97049,-75.13662,http://laserwolfphilly.com,['Middle Eastern'],$$$$,373.0,,N,N,,5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,,4.5,88.0,54.0,"Street Parking, Bike Parking",,Credit Cards,,Dinner,"Offers Delivery, Offers Takeout","Vegan Options, Vegetarian Options","Trendy, Classy, Upscale, Hipster, Casual",Wheelchair Accessible,,"Provides reusable tableware, Compostable containers available",Takes Reservations,"Outdoor Seating, Heated Outdoor Seating, Covered Outdoor Seating, Private Dining",Dessert,,Full Bar,"TV, Wi-Fi",,,
LaTao HotPot,latao-hotpot-philadelphia,,,,,,,,,,,"3717 Chestnut St, Philadelphia, PA 19104",39.95528325,-75.19755343,https://lataohotpot-pa.com,['Hot Pot'],$$,166.0,,N,N,['University City'],12:00 PM - 10:00 PM,12:00 PM - 10:00 PM,12:00 PM - 10:00 PM,12:00 PM - 10:00 PM,12:00 PM - 11:00 PM,12:00 PM - 11:00 PM,12:00 PM - 10:00 PM,,4.1,44.0,50.0,"Street Parking, Bike Parking",,Credit Cards,,Dinner,"Offers Delivery, Offers Takeout, Offers Catering","Vegan Options, Vegetarian Options","Trendy, Casual, Moderate Noise",Wheelchair Accessible,,,Takes Reservations,Outdoor Seating,,,Full Bar,"TV, Wi-Fi",,,
Lau Kee Restaurant,lau-kee-restaurant-philadelphia-3,,,,,,,,,,,"934 Race St, Philadelphia, PA 19107",39.95517,-75.15557,https://orderlaukeerestaurant.com,['Chinese'],,112.0,,N,N,['Chinatown'],Closed,9:00 AM - 9:00 PM,9:00 AM - 9:00 PM,9:00 AM - 9:00 PM,9:00 AM - 9:00 PM,9:00 AM - 9:00 PM,9:00 AM - 9:00 PM,,4.5,52.0,49.0,,,,,Dinner,"Offers Delivery, Offers Takeout, Offers Catering",Vegetarian Options,Casual,Wheelchair Accessible,,,,"Outdoor Seating, Heated Outdoor Seating, Covered Outdoor Seating",,,"Alcohol, Happy Hour","TV, Wi-Fi",,,
Laurel,laurel-philadelphia-2,,,,,,,,,,,"1617 E Passyunk Ave, Philadelphia, PA 19148",39.92942047,-75.16371155,http://www.restaurantlaurel.com,"['French', 'American (New)']",$$$$,359.0,,N,N,['East Passyunk Crossing'],Closed,Closed,5:30 PM - 10:00 PM,5:30 PM - 10:00 PM,5:30 PM - 10:00 PM,5:30 PM - 10:00 PM,Closed,,4.4,86.0,47.0,"Street Parking, Bike Parking",,Credit Cards,,Dinner,"Offers Delivery, Offers Takeout, Offers Catering","Pescatarian Options, Vegetarian Options","Classy, Intimate, Casual, Moderate Noise",Gender-neutral restrooms,,,Takes Reservations,Outdoor Seating,,,"Happy Hour, Full Bar","TV, Wi-Fi",,,
Lazos Pizza & Grill,lazos-pizza-and-grill-philadelphia,,,,,,,,,,,"2533 Poplar St, Philadelphia, PA 19130",39.97277,-75.17882,https://orderlazospizzagrill.com,"['Pizza', 'American (Traditional)', 'Italian']",$,196.0,,N,N,"['Brewerytown', 'Fairmount']",11:00 AM - 11:00 PM,11:00 AM - 11:00 PM,11:00 AM - 11:00 PM,11:00 AM - 11:00 PM,11:00 AM - 12:00 AM,11:00 AM - 12:00 AM,12:00 PM - 10:00 PM,,3.8,21.0,33.0,"Street Parking, Bike Parking",,Credit Cards,,Dinner,"Offers Delivery, Offers Takeout, Offers Catering",,"Casual, Moderate Noise",,,,Takes Reservations,Outdoor Seating,Dinner,,Alcohol,"TV, Wi-Fi",,,
Le Cat Cafe,le-cat-cafe-philadelphia-2,,,,,,,,,,,"2713 W Girard Ave, Philadelphia, PA 19130",39.97446,-75.1809,https://lecatcafe.org,"['Pet Adoption', 'Community Service/Non-Profit', 'Coffee & Tea']",$,48.0,,N,N,['Brewerytown'],11:00 AM - 6:00 PM,11:00 AM - 6:00 PM,11:00 AM - 7:00 PM,11:00 AM - 6:00 PM,11:00 AM - 6:00 PM,11:00 AM - 6:00 PM,11:00 AM - 5:00 PM,,4.1,26.0,32.0,Street Parking,,"Credit Cards, Apple Pay",,Dinner,"Offers Delivery, Offers Takeout",,,,,,,Outdoor Seating,,,,Wi-Fi,,,
Le Viet Restaurant,le-viet-restaurant-philadelphia,,,,,,,,,,,"1019 S 11th St, Philadelphia, PA 19147",39.93769,-75.16104,http://www.levietrestaurant.com/,['Vietnamese'],$$,331.0,,N,N,['Bella Vista'],12:00 PM - 9:00 PM,Closed,12:00 PM - 9:00 PM,12:00 PM - 9:00 PM,12:00 PM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,,3.9,41.0,41.0,"Street Parking, Bike Parking",,"Credit Cards, Apple Pay",,Dinner,"Offers Delivery, Offers Takeout","Vegan Options, Vegetarian Options","Trendy, Moderate Noise",Gender-neutral restrooms,,,Takes Reservations,Outdoor Seating,Dinner,,"Happy Hour, Full Bar","TV, Wi-Fi",,,
Le Virtu,le-virtu-philadelphia,,,,,,,,,,https://www.opentable.com/le-virtu,"1927 E Passyunk Ave, Philadelphia, PA 19148",39.926032,-75.1678,http://www.levirtu.com,['Italian'],$$$,429.0,,N,N,['East Passyunk Crossing'],5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,5:00 PM - 10:30 PM,5:00 PM - 10:30 PM,4:00 PM - 9:00 PM,,3.8,57.0,46.0,"Street Parking, Bike Parking, Private Lot Parking",,Credit Cards,,Dinner,"Offers Delivery, Offers Takeout",Vegetarian Options,"Classy, Casual, Moderate Noise",,,,Takes Reservations,Outdoor Seating,,,Full Bar,"TV, Wi-Fi",,,
Leda and the Swan Cocktail Lounge,leda-and-the-swan-philadelphia,,,,,,,,,,,"1224 Chestnut St., Philadelphia, PA 19107",39.95037269,-75.16069284,http://www.lnsphilly.com,"['Cocktail Bars', 'Lounges', 'Music Venues']",,43.0,https://centercityphila.org/uploads/attachments/ciyahjvr50iafu5qdu5tzls7x-restaurant-week-sips-filler-image.0.0.720.720.full.jpg,N,N,,Closed,Closed,5:00 PM - 12:00 AM,5:00 PM - 12:00 AM,5:00 PM - 2:00 AM,5:00 PM - 2:00 AM,Closed,,3.6,34.0,58.0,Bike Parking,,Credit Cards,,Dinner,,,"Trendy, Moderate Noise",Wheelchair Accessible,,,Walk-ins Welcome,Outdoor Seating,,Live Music,"Happy Hour, Full Bar","TV, Wi-Fi",,,
Lee How Fook,lee-how-fook-philadelphia,,,,,,,,,,,"219 N 11th St, Philadelphia, PA 19107",39.95626,-75.15708,http://www.leehowfookphiladelphia.com,"['Dim Sum', 'Cantonese']",$$,264.0,,N,N,['Chinatown'],11:30 AM - 10:00 PM,11:30 AM - 10:00 PM,11:30 AM - 10:00 PM,11:30 AM - 10:00 PM,11:30 AM - 10:00 PM,11:30 AM - 10:00 PM,11:30 AM - 10:00 PM,,3.8,39.0,48.0,"Street Parking, Bike Parking",,Credit Cards,,Dinner,"Offers Delivery, Offers Takeout, Offers Catering","Vegan Options, Vegetarian Options","Classy, Casual, Moderate Noise",Wheelchair Accessible,,,Takes Reservations,Outdoor Seating,,,"Alcohol, Happy Hour","TV, Wi-Fi",,,
Lee's Deli,lees-deli-philadelphia-2,,,,,,,,,,,"4700 Baltimore Ave, Philadelphia, PA 19143",39.94844,-75.21713,,"['Delis', 'Sandwiches', 'Burgers']",$,195.0,,N,N,['Cedar Park'],Closed,10:00 AM - 7:00 PM,10:00 AM - 7:00 PM,10:00 AM - 7:00 PM,10:00 AM - 7:00 PM,10:00 AM - 7:00 PM,Closed,,4.3,31.0,35.0,"Street Parking, Bike Parking, Private Lot Parking",,Credit Cards,,Dinner,"Offers Delivery, Offers Takeout, Offers Catering",Vegan Options,"Classy, Moderate Noise",Wheelchair Accessible,,,Takes Reservations,"Outdoor Seating, Drive-Thru","Lunch, Dinner",,Alcohol,"TV, Wi-Fi",,,
Libertee Grounds,libertee-grounds-philadelphia-2,,,,,,,,,,https://www.exploretock.com/liberteegrounds/,"1600 W Girard Ave, Philadelphia, PA 19130",39.97153367,-75.16320258,https://www.liberteegrounds.com,"['Beer Bar', 'Pan Asian', 'Mini Golf']",$$,106.0,,N,N,"['Francisville', 'Fairmount']",Closed,5:00 PM - 11:00 PM,5:00 PM - 11:00 PM,5:00 PM - 11:00 PM,4:00 PM - 12:00 AM,2:00 PM - 12:00 AM,10:00 AM - 9:00 PM,,4.4,50.0,50.0,Street Parking,,Credit Cards,,Dinner,"Offers Delivery, Offers Takeout, Offers Catering",,,Wheelchair Accessible,,,Takes Reservations,"Outdoor Seating, Heated Outdoor Seating, Covered Outdoor Seating, Private Dining",,,"Happy Hour, Full Bar","TV, Wi-Fi",,,
Libertine,libertine-restauraunt-philadelphia,https://centercityphila.org/explore-center-city/ccd-sips/sips-list-view#libertine,,"Pinot Grigio
Chardonnay
Sauvignon Blanc
Tempranillo, Nebbiolo
Malbec",Assorted locals (some under $5),"BBQ Chicken Flatbread
Baked Brie with Fig Jam
Cheesesteak EggrollsPlus
Many more!
Stay here after SIPS and get 15% off dinner!",https://centercityphila.org/explore-center-city/ccd-restaurant-week/list-view#libertine,Participating in dinner only. Closed for dinner on Sunday and Monday. Offering indoor and outdoor dining.,$45 DINNER,https://centercityphila.org/uploads/attachments/clkcvgoq89etfsaqdav2wv6uf-libertine.pdf,https://www.opentable.com/restaurant/profile/991582/reserve?ref=9169,"261 S. 13th St, Philadelphia, PA 19107",39.9468161,-75.1624829,http://www.libertinephilly.com,"['American (New)', 'Cocktail Bars']",,138.0,https://centercityphila.org/uploads/attachments/cjw9uytqc216vukqdkqrzayqy-phil0354.666.0.2667.2667.full.jpg,Y,Y,['Washington Square West'],5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,5:00 PM - 11:00 PM,10:30 AM - 3:00 PM,10:30 AM - 3:00 PM,True,4.1,44.0,64.0,"Street Parking, Bike Parking, Garage Parking",Saturday,Credit Cards,,Dinner,"Offers Delivery, Offers Takeout, Offers Catering",,"Trendy, Classy, Intimate, Romantic, Casual, Moderate Noise",Wheelchair Accessible,,,Takes Reservations,Outdoor Seating,,,"Happy Hour, Full Bar","TV, Wi-Fi",,,
Liberty Kitchen,liberty-kitchen-philadelphia-2,,,,,,,,,,,"1400 N Front St, Philadelphia, PA 19122",39.97203,-75.13539,https://www.libertykitchenphl.com,"['Delis', 'Grocery', 'Sandwiches']",,66.0,,N,N,,10:00 AM - 6:00 PM,Closed,10:00 AM - 6:00 PM,10:00 AM - 6:00 PM,10:00 AM - 6:00 PM,10:00 AM - 6:00 PM,10:00 AM - 6:00 PM,,4.7,56.0,21.0,"Street Parking, Bike Parking",,Credit Cards,,Dinner,"Offers Delivery, Offers Catering",Vegan Options,,"Open to All, Wheelchair Accessible, Gender-neutral restrooms",,,Takes Reservations,Outdoor Seating,,,Alcohol,"TV, Wi-Fi",,,
Lil' Pop Shop,lil-pop-shop-philadelphia,,,,,,,,,,,"265 S 44th St, Philadelphia, PA 19104",39.95334327,-75.21034844,http://www.lilpopshop.com/,"['Desserts', 'Ice Cream & Frozen Yogurt']",$,294.0,,N,N,"['Spruce Hill', 'University City']",Closed,3:00 PM - 9:00 PM,3:00 PM - 9:00 PM,3:00 PM - 9:00 PM,3:00 PM - 9:00 PM,1:00 PM - 9:00 PM,1:00 PM - 9:00 PM,,4.4,33.0,36.0,"Street Parking, Bike Parking",,"Credit Cards, Apple Pay",,Dinner,"Offers Delivery, Offers Takeout, Offers Catering",Vegan Options,Quiet,,,,,,,,,Wi-Fi,,,
Little Delicious,little-delicious-philadelphia,,,,,,,,,,,"4821 Woodland Ave, Philadelphia, PA 19143",39.94156,-75.21237,http://littledeliciousphiladelphia.mybistro.online,['Caribbean'],$,75.0,,N,N,['Angora'],9:00 AM - 10:00 PM,9:00 AM - 10:00 PM,9:00 AM - 10:00 PM,9:00 AM - 10:00 PM,9:00 AM - 10:00 PM,9:00 AM - 10:00 PM,9:00 AM - 10:00 PM,,4.0,24.0,34.0,"Street Parking, Bike Parking",,,,Dinner,"Offers Delivery, Offers Takeout, Offers Catering",,"Classy, Casual, Moderate Noise",,,,Takes Reservations,Outdoor Seating,,,Alcohol,"TV, Wi-Fi",,,
Little Fish,little-fish-philadelphia,,,,,,,,,,https://resy.com/cities/pha/little-fish-byob,"746 S 6th St, Philadelphia, PA 19147",39.939989,-75.152854,http://littlefishbyob.com,['Seafood'],$$$,559.0,,N,N,['Bella Vista'],Closed,Closed,Closed,5:00 PM - 9:00 PM,5:00 PM - 9:00 PM,5:00 PM - 9:00 PM,Closed,,4.4,69.0,42.0,"Street Parking, Bike Parking",,Credit Cards,,Dinner,"Offers Delivery, Offers Takeout",,"Intimate, Moderate Noise",Gender-neutral restrooms,,,Takes Reservations,Outdoor Seating,,,Alcohol,"TV, Wi-Fi",,,
Little Nonna's,little-nonnas-philadelphia,,,,,,https://centercityphila.org/explore-center-city/ccd-restaurant-week/list-view#little-nonna-s,Participating in dinner and takeout. Offering indoor and outdoor dining.,$45 DINNER,https://centercityphila.org/uploads/attachments/clle1sbydaoe6saqdqmlp0oqx-littlenonna.pdf,https://resy.com/cities/pha/little-nonnas,"1234 Locust St, Philadelphia, PA 19107",39.94778484,-75.16182389,http://www.littlenonnas.com,['Italian'],$$,1326.0,https://centercityphila.org/uploads/attachments/ciua7xjbo000ie2qdsi4w16ub-little-nonna-s-interior-2922-final-credit-jason-varney.0.53.618.618.full.jpg,N,Y,['Washington Square West'],5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,,4.2,50.0,82.0,"Street Parking, Bike Parking",,Credit Cards,,Dinner,"Offers Delivery, Offers Takeout","Vegan Options, Limited Vegetarian Options","Intimate, Romantic, Casual, Moderate Noise",Gender-neutral restrooms,,,Takes Reservations,"Outdoor Seating, Covered Outdoor Seating",,,"Happy Hour, Full Bar","TV, Wi-Fi",,,
Little Sicily 2,little-sicily-2-philadelphia,,,,,,,,,,,"1608 S Christopher Columbus Blvd, Philadelphia, PA 19148",39.926519,-75.14569,https://little-sicily-pizza.business.site,"['Pizza', 'Indian', 'Beer, Wine & Spirits']",$$,302.0,,N,N,['Pennsport'],Closed,11:00 AM - 8:30 PM,11:00 AM - 8:30 PM,11:00 AM - 8:30 PM,11:00 AM - 9:30 PM,11:00 AM - 9:30 PM,11:00 AM - 8:30 PM,,4.4,51.0,43.0,"Bike Parking, Private Lot Parking",,"Credit Cards, Apple Pay",,Dinner,"Offers Delivery, Offers Takeout, Offers Catering","Vegan Options, Vegetarian Options","Casual, Moderate Noise",Gender-neutral restrooms,,,Takes Reservations,Outdoor Seating,Dinner,,"Happy Hour, Beer and Wine Only","TV, Wi-Fi",,,
Little Susie's Coffee & Pie,little-susies-coffee-and-pie-philadelphia,,,,,,,,,,,"2532 E Lehigh Ave, Philadelphia, PA 19125",39.98009618,-75.11640963,http://www.littlesusies.com,"['Breakfast & Brunch', 'Coffee & Tea']",$,42.0,,N,N,['Kensington'],7:00 AM - 2:00 PM,7:00 AM - 2:00 PM,7:00 AM - 2:00 PM,7:00 AM - 2:00 PM,7:00 AM - 2:00 PM,7:00 AM - 2:00 PM,7:00 AM - 2:00 PM,,4.5,34.0,31.0,"Street Parking, Bike Parking",,Credit Cards,,Dinner,"Offers Delivery, Offers Takeout, Offers Catering",,,,True,"Plastic-free packaging, Bring your own container allowed",,Outdoor Seating,,,"Alcohol, Happy Hour","TV, Wi-Fi",,,
Lloyd Whiskey Bar,lloyd-whiskey-bar-philadelphia-2,,,,,,,,,,,"529 E Girard Ave, Philadelphia, PA 19125",39.97135753,-75.12758868,http://lloydwhiskeybar.com/,"['American (New)', 'Cocktail Bars', 'Gastropubs']",$$,221.0,,N,N,['Fishtown'],4:00 PM - 11:00 PM,4:00 PM - 11:00 PM,4:00 PM - 11:00 PM,4:00 PM - 11:00 PM,4:00 PM - 1:00 AM,4:00 PM - 1:00 AM,4:00 PM - 11:00 PM,,4.2,46.0,52.0,"Street Parking, Bike Parking","Monday, Friday, Saturday","Credit Cards, Apple Pay",,Dinner,"Offers Delivery, Offers Takeout",Vegan Options,"Casual, Moderate Noise",Gender-neutral restrooms,,,Takes Reservations,Outdoor Seating,,,"Happy Hour, Full Bar","TV, Pool Table, Wi-Fi",,,
LMNO,lmno-philadelphia,,,,,,,,,,,"1739-49 N Front St, Philadelphia, PA 19122",39.97604,-75.13377,https://lmnophilly.com,['Mexican'],,209.0,,N,N,['Fishtown'],4:00 PM - 10:00 PM,4:00 PM - 10:00 PM,4:00 PM - 10:00 PM,4:00 PM - 10:00 PM,5:00 PM - 11:00 PM,10:00 AM - 3:00 PM,10:00 AM - 3:00 PM,,4.1,44.0,52.0,Street Parking,,,,Dinner,"Offers Delivery, Offers Takeout","Vegan Options, Vegetarian Options","Hipster, Moderate Noise",Gender-neutral restrooms,,,Takes Reservations,Outdoor Seating,Dinner,,Full Bar,,,,
Local 44,local-44-philadelphia,,,,,,,,,,,"4333 Spruce St, Philadelphia, PA 19104",39.952821,-75.210442,http://www.local44beerbar.com,"['Bars', 'American (New)', 'Breakfast & Brunch']",$$,517.0,,N,N,"['Spruce Hill', 'University City']",4:00 PM - 12:00 AM,4:00 PM - 12:00 AM,4:00 PM - 12:00 AM,4:00 PM - 12:00 AM,12:00 PM - 1:00 AM,11:00 AM - 1:00 AM,11:00 AM - 12:00 AM,,3.6,36.0,37.0,"Street Parking, Bike Parking","Tuesday, Wednesday, Sunday",Credit Cards,,Dinner,"Offers Delivery, Offers Takeout","Vegan Options, Vegetarian Options","Hipster, Casual, Moderate Noise",Gender-neutral restrooms,,,Takes Reservations,Outdoor Seating,,,"Happy Hour, Full Bar","TV, Pool Table, Wi-Fi",,,
Loch Bar,loch-bar-philly-philadelphia,,,,,,https://centercityphila.org/explore-center-city/ccd-restaurant-week/list-view#loch-bar,Participating in lunch and dinner. Offering indoor dining.,$60 dinner menu coming soon.,,https://www.opentable.com/restaurant/profile/1280293/reserve?ref=939,"301 S Broad Street, Philadelphia, PA 19107",39.946838,-75.164624,,,,,https://centercityphila.org/uploads/attachments/clr6gczv91ut6hjqdwu5pzpsx-img-6248.912.0.3648.3648.full.jpg,N,Y,"['Avenue of the Arts South', 'Washington Square West']",11:00 AM - 12:00 AM (Next day),11:00 AM - 12:00 AM (Next day),11:00 AM - 12:00 AM (Next day),11:00 AM - 12:00 AM (Next day),11:00 AM - 1:00 AM (Next day),11:00 AM - 1:00 AM (Next day),11:00 AM - 12:00 AM (Next day),True,4.1,,,,,Credit Cards,,,"Offers Delivery, Offers Takeout",,,Wheelchair Accessible,,,Takes Reservations,"Outdoor Seating, Heated Outdoor Seating, Covered Outdoor Seating, Private Dining, Drive-Thru",,Live Music,Full Bar,TV,,,
Loco Pez,loco-pez-philadelphia-3,,,,,,,,,,,"2401 E Norris St, Philadelphia, PA 19125",39.977142,-75.127202,http://locopez.com,"['Bars', 'Mexican']",$$,704.0,,N,N,['Fishtown'],11:00 AM - 10:00 PM,11:00 AM - 11:00 PM,11:00 AM - 11:00 PM,11:00 AM - 11:00 PM,11:00 AM - 12:00 AM,11:00 AM - 12:00 AM,11:00 AM - 10:00 PM,True,4.0,44.0,52.0,"Street Parking, Bike Parking","Tuesday, Thursday",,,Dinner,"Offers Delivery, Offers Takeout","Vegan Options, Vegetarian Options","Hipster, Divey, Casual, Moderate Noise","Open to All, Wheelchair Accessible, Gender-neutral restrooms",,,Takes Reservations,"Outdoor Seating, Drive-Thru",Dinner,,"Happy Hour, Full Bar","TV, Pool Table, Wi-Fi",,,
Los Camaradas,los-camaradas-philadelphia,,,,,,,,,,,"918 S 22nd St, Philadelphia, PA 19146",39.94080353,-75.17977142,https://loscamaradas.com,['Mexican'],$$,204.0,,N,N,['Graduate Hospital'],4:00 PM - 9:00 PM,4:00 PM - 9:00 PM,4:00 PM - 9:00 PM,4:00 PM - 9:00 PM,4:00 PM - 9:00 PM,4:00 PM - 9:00 PM,4:00 PM - 9:00 PM,,3.9,41.0,43.0,"Street Parking, Bike Parking",,Credit Cards,,Dinner,"Offers Delivery, Offers Takeout",Vegan Options,"Casual, Moderate Noise",,,,Takes Reservations,Outdoor Seating,,,"Happy Hour, Full Bar","TV, Wi-Fi",,,
Los Cuatro Soles,los-cuatro-soles-philadelphia,,,,,,,,,,,"1801 S Chadwick St, Philadelphia, PA 19145",39.9284853,-75.17303467,,['Mexican'],$$,49.0,,N,N,['Point Breeze'],11:00 AM - 10:00 PM,Closed,11:00 AM - 10:00 PM,11:00 AM - 10:00 PM,11:00 AM - 10:00 PM,11:00 AM - 10:00 PM,11:00 AM - 10:00 PM,,4.5,52.0,42.0,Bike Parking,,,Latinx-owned,Dinner,"Offers Delivery, Offers Takeout, Offers Catering",Vegetarian Options,,Gender-neutral restrooms,,,Takes Reservations,,,,Alcohol,TV,,,
Los Gallos Mexican Taqueria,los-gallos-mexican-taqueria-philadelphia,,,,,,,,,,,"951 Wolf St, Philadelphia, PA 19148",39.92111926,-75.16327661,https://losgallosrestaurant.com,['Mexican'],$$,553.0,,N,N,,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,,4.3,50.0,46.0,"Street Parking, Bike Parking",,Credit Cards,,Dinner,"Offers Delivery, Offers Takeout, Offers Catering","Vegan Options, Vegetarian Options","Casual, Moderate Noise",Gender-neutral restrooms,,,Takes Reservations,Outdoor Seating,Dinner,,"Alcohol, Happy Hour","TV, Wi-Fi",,,
Louie Louie,louie-louie-philadelphia,,,,,,,,,,https://www.opentable.com/r/louie-louie-bistro-bar-reservations-philadelphia?restref=1009126&lang=en-US,"3611 Walnut St, Philadelphia, PA 19104",39.9532791,-75.19558756,http://louielouie.restaurant,"['American (New)', 'French']",$$$,401.0,,N,N,['University City'],11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:30 PM,10:00 AM - 9:30 PM,10:00 AM - 8:00 PM,,3.9,59.0,50.0,"Street Parking, Bike Parking, Garage Parking",,Credit Cards,,Dinner,"Offers Delivery, Offers Takeout","Vegan Options, Pescatarian Options","Classy, Intimate, Romantic, Upscale, Casual, Moderate Noise","Open to All, Wheelchair Accessible, Gender-neutral restrooms",,"Plastic-free packaging, Provides reusable tableware, Compostable containers available",Takes Reservations,"Outdoor Seating, Heated Outdoor Seating, Covered Outdoor Seating, Private Dining, Drive-Thru","Lunch, Dessert, Dinner",,"Happy Hour, Full Bar","TV, Wi-Fi",,,
Love & Honey Fried Chicken,love-and-honey-fried-chicken-philadelphia-2,,,,,,,,,,,"1100 N Front St, Philadelphia, PA 19123",39.967461,-75.136992,https://www.loveandhoneyfriedchicken.com,"['Chicken Shop', 'Chicken Wings', 'Sandwiches']",$$,471.0,,N,N,['Northern Liberties'],Closed,Closed,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,10:00 AM - 9:00 PM,10:00 AM - 9:00 PM,,4.5,53.0,52.0,"Street Parking, Bike Parking",,"Credit Cards, Android Pay, Apple Pay",Women-owned,Dinner,"Offers Delivery, Offers Takeout, Offers Catering",Limited Vegetarian Options,"Trendy, Hipster, Casual, Moderate Noise","Open to All, Wheelchair Accessible, Gender-neutral restrooms",,"Compostable containers available, Bring your own container allowed",Takes Reservations,"Outdoor Seating, Heated Outdoor Seating, Covered Outdoor Seating, Private Dining, Drive-Thru","Dessert, Dinner",,"Alcohol, Happy Hour","TV, Wi-Fi",,,
Lucha Cartel,lucha-cartel-philadelphia,,,,,,,,,,https://resy.com/cities/pha/lucha-cartel,"207 Chestnut St, Philadelphia, PA 19106",39.9484906,-75.1444675,http://www.luchacartel.com/,"['Mexican', 'Bars', 'Breakfast & Brunch']",$$,605.0,,N,N,['Old City'],12:00 PM - 10:00 PM,12:00 PM - 10:00 PM,12:00 PM - 10:00 PM,12:00 PM - 2:00 AM,12:00 PM - 2:00 AM,12:00 PM - 2:00 AM,12:00 PM - 10:00 PM,True,3.7,38.0,50.0,"Street Parking, Bike Parking","Thursday, Friday, Saturday",Credit Cards,,Dinner,"Offers Delivery, Offers Takeout",Vegan Options,"Casual, Moderate Noise",Open to All,,"Plastic-free packaging, Provides reusable tableware",Takes Reservations,"Outdoor Seating, Covered Outdoor Seating, Drive-Thru",,,"Happy Hour, Full Bar","TV, Pool Table, Wi-Fi",,,
